IP_ADDRESS,TEST_DATE,TIME_ZONE,DOWNLOAD_MEGABITS,UPLOAD_MEGABITS,LATENCY_MS,SERVER_NAME,DISTANCE_MILES,CONNECTION_MODE,SERVER_COUNT,WEATHER,TEMPERATURE,CONNECTED_DEVICES,CONNECTION_TYPE,DOWNLOAD_INDICATOR,UPLOAD_INDICATOR,PROVIDER
181.135.34.76,7/28/2021 14:10,GMT,113.95,12.09,148,Madrid,5000,multi,1,parcialmente nublado,28,1,wifi,0.949583333,2.418,Tigo
181.135.34.76,7/28/2021 14:07,GMT,138.29,13.83,23,Medellín,0,multi,1,parcialmente nublado,28,1,wifi,1.152416667,2.766,Tigo
181.135.34.76,7/28/2021 14:06,GMT,137.05,13.84,19,Bogotá,150,multi,4,parcialmente nublado,28,1,wifi,1.142083333,2.768,Tigo
181.135.34.76,7/28/2021 9:11,GMT,51.16,13.24,160,Madrid,5000,multi,1,muy nublado,21,1,wifi,0.426333333,2.648,Tigo
181.135.34.76,7/28/2021 9:10,GMT,138.06,13.83,101,Bogotá,150,multi,1,muy nublado,21,1,wifi,1.1505,2.766,Tigo
181.135.34.76,7/28/2021 9:09,GMT,138.23,13.84,102,Medellín,0,multi,1,muy nublado,21,1,wifi,1.151916667,2.768,Tigo
181.135.34.76,7/27/2021 19:18,GMT,18.46,13,191,Madrid,5000,multi,1,nublado,21,2,wifi,0.153833333,2.6,Tigo
181.135.34.76,7/27/2021 19:17,GMT,20.37,13.79,94,Bogotá,150,multi,1,nublado,21,2,wifi,0.16975,2.758,Tigo
181.135.34.76,7/27/2021 19:16,GMT,18.88,13.8,13,Medellín,0,multi,4,nublado,21,2,wifi,0.157333333,2.76,Tigo
181.135.34.76,7/27/2021 14:08,GMT,29.29,13.7,200,Madrid,5000,multi,1,nublado,23,1,wifi,0.244083333,2.74,Tigo
181.135.34.76,7/27/2021 14:05,GMT,138.18,13.85,18,Bogotá,150,multi,1,nublado,23,1,wifi,1.1515,2.77,Tigo
181.135.34.76,7/27/2021 14:04,GMT,136.83,13.83,10,Medellín,0,multi,4,nublado,23,1,wifi,1.14025,2.766,Tigo
181.140.97.128,3/8/2021 19:07,GMT,40.71,2.6,166,Madrid,5000,multi,1,muy nublado,19,8,wifi,0.6785,0.52,Tigo
181.140.97.128,3/8/2021 19:04,GMT,63.29,8.36,21,Bogotá,150,multi,1,muy nublado,19,8,wifi,1.054833333,1.672,Tigo
181.140.97.128,3/8/2021 19:02,GMT,61.39,7.4,26,Medellin,0,multi,1,muy nublado,19,8,wifi,1.023166667,1.48,Tigo
181.140.97.128,3/8/2021 14:07,GMT,40.27,2.77,166,Madrid,5000,multi,1,lluvia,20,8,wifi,0.671166667,0.554,Tigo
181.140.97.128,3/8/2021 14:04,GMT,46.03,8.42,22,Bogotá,150,multi,1,lluvia,20,8,wifi,0.767166667,1.684,Tigo
181.140.97.128,3/8/2021 14:01,GMT,63.47,8.09,25,Medellin,0,multi,1,lluvia,20,8,wifi,1.057833333,1.618,Tigo
181.140.97.128,3/8/2021 9:07,GMT,13.53,1.02,171,Madrid,5000,multi,1,parcialmente nublado,23,9,wifi,0.2255,0.204,Tigo
181.140.97.128,3/8/2021 9:05,GMT,59.18,8.25,19,Bogotá,150,multi,1,parcialmente nublado,23,9,wifi,0.986333333,1.65,Tigo
181.140.97.128,3/8/2021 9:00,GMT,61.76,7.76,25,Medellin,0,multi,1,parcialmente nublado,23,9,wifi,1.029333333,1.552,Tigo
181.140.97.128,2/8/2021 19:04,GMT,59.47,2.55,167,Madrid,5000,multi,1,nublado,19,8,wifi,0.991166667,0.51,Tigo
181.140.97.128,2/8/2021 19:02,GMT,63.15,7.48,23,Bogotá,150,multi,1,nublado,19,8,wifi,1.0525,1.496,Tigo
181.140.97.128,2/8/2021 19:00,GMT,63.44,9.11,13,Medellín,0,multi,1,nublado,19,8,wifi,1.057333333,1.822,Tigo
181.140.97.128,2/8/2021 14:07,GMT,37.01,2.24,161,Madrid,5000,multi,4,parcialmente nublado,25,8,wifi,0.616833333,0.448,Tigo
181.140.97.128,2/8/2021 14:05,GMT,60.46,8.14,20,Bogotá,150,multi,1,parcialmente nublado,25,8,wifi,1.007666667,1.628,Tigo
181.140.97.128,2/8/2021 14:01,GMT,63.34,7.83,28,Medellin,0,multi,1,parcialmente nublado,25,8,wifi,1.055666667,1.566,Tigo
181.140.97.128,2/8/2021 9:08,GMT,35.04,2.24,164,Madrid,5000,multi,1,parcialmente nublado,23,9,wifi,0.584,0.448,Tigo
181.140.97.128,2/8/2021 9:06,GMT,60.64,8.04,20,Bogotá,150,multi,1,parcialmente nublado,23,9,wifi,1.010666667,1.608,Tigo
181.140.97.128,2/8/2021 9:03,GMT,61.06,7.34,27,Medellin,0,multi,1,parcialmente nublado,23,9,wifi,1.017666667,1.468,Tigo
181.140.97.128,1/8/2021 19:07,GMT,52.46,2.41,174,Madrid,5000,multi,1,nublado,20,8,wifi,0.874333333,0.482,Tigo
181.140.97.128,1/8/2021 19:05,GMT,64.92,7.42,22,Bogotá,150,multi,1,nublado,20,8,wifi,1.082,1.484,Tigo
181.140.97.128,1/8/2021 19:02,GMT,62.25,7.36,28,Medellin,0,multi,1,nublado,20,8,wifi,1.0375,1.472,Tigo
181.140.97.128,1/8/2021 14:09,GMT,50.17,8.21,21,Bogotá,150,multi,1,parcialmente nublado,24,8,wifi,0.836166667,1.642,Tigo
181.140.97.128,1/8/2021 14:07,GMT,63.18,7.98,25,Medellin,0,multi,1,parcialmente nublado,24,8,wifi,1.053,1.596,Tigo
181.140.97.128,1/8/2021 14:03,GMT,51.91,2.57,161,Madrid,5000,multi,1,parcialmente nublado,24,8,wifi,0.865166667,0.514,Tigo
181.140.97.128,1/8/2021 9:09,GMT,4.79,4.29,24,Bogotá,150,multi,1,soleado,25,9,wifi,0.079833333,0.858,Tigo
181.140.97.128,1/8/2021 9:05,GMT,5.1,4.78,22,Bogotá,150,multi,1,soleado,25,9,wifi,0.085,0.956,Tigo
181.140.97.128,1/8/2021 9:02,GMT,21.64,7.45,25,Medellin,0,multi,1,soleado,25,9,wifi,0.360666667,1.49,Tigo
